17300,0.0122543,0.00763006,0.00439306,0.0083237,0.00393064,0.0131792,0.00439306,0.00739884,0.023815,0.00855491
17400,0.0133333,0.0045977,0.00091954,0.011954,0.0234483,0.00505747,0.00206897,0.00735632,0.0108046,0.00758621
17500,0.00822857,0.00594286,0.0155429,0.0121143,0.0064,0.00617143,0.00502857,0.0224,0.0096,0.0114286
17600,0.0259091,0.000454545,0.0168182,0.00659091,0.00272727,0.00386364,0.025,0.0106818,0.005,0.005
17700,0.00926554,0.0119774,0.0262147,0.00858757,0.00745763,0.00248588,0.00451977,0.0228249,0.0020339,0.00632768
17800,0.00157303,0.00202247,0.0150562,0.00808989,0.00966292,0.000449438,0.0188764,0.00292135,0.00516854,0.00853933
17900,0.0205587,0.00402235,0.0134078,0.0102793,0.00960894,0.00670391,0.0127374,0.00201117,0.00424581,0.0169832
18000,0.00822222,0.00288889,0.00977778,0.00622222,0.0186667,0.0168889,0.0144444,0.00733333,0.00977778,0.0188889
18100,0.0110497,0.0327072,0.00707182,0.00154696,0.0141436,0,0.0220994,0.0143646,0.00707182,0.00773481
18200,0.00131868,0.00351648,0.00197802,0.00725275,0.0164835,0.0134066,0.00615385,0.00769231,0.00791209,0.0169231
18300,0.0170492,0.00174863,0.00874317,0.0135519,0.00502732,0.0113661,0.00218579,0.0209836,0.00786885,0.00743169
18400,0.00956522,0.0134783,0.02,0.00826087,0.0076087,0.0180435,0.005,0.00869565,0.0117391,0.000869565
18500,0.0231351,0.00627027,0.0067027,0.0196757,0.00627027,0.000648649,0.0237838,0.0192432,0.00345946,0.0309189
18600,0.0154839,0.0223656,0.0167742,0.0178495,0.0055914,0.00172043,0.0101075,0.0193548,0.00322581,0.0307527
18700,0.020107,0.00491979,0.0158289,0.00513369,0.00705882,0.00684492,0.00513369,0.0059893,0.00705882,0.0188235
18800,0.00276596,0.00957447,0.00425532,0.0102128,0.0131915,0.00638298,0.00914894,0.0129787,0.0178723,0.00829787
18900,0.00486772,0.0287831,0.0249735,0.00804233,0.00761905,0.00169312,0.015873,0.0107937,0.0292063,0.0126984
19000,0.0250526,0.00484211,0.00357895,0.00778947,0.00694737,0.0149474,0.00905263,0.00863158,0.024,0.00378947
